sample_id	s__Akkermansia_muciniphila	s__Alistipes_finegoldii	s__Alistipes_onderdonkii	s__Alistipes_putredinis	s__Alistipes_unclassified	s__Anaerostipes_hadrus	s__Anaerostipes_unclassified	s__Bacteroides_caccae	s__Bacteroides_dorei	s__Bacteroides_fragilis	s__Bacteroides_ovatus	s__Bacteroides_stercoris	s__Bacteroides_thetaiotaomicron	s__Bacteroides_uniformis	s__Bacteroides_vulgatus	s__Bacteroides_xylanisolvens	s__Barnesiella_intestinihominis	s__Bifidobacterium_adolescentis	s__Bifidobacterium_animalis	s__Bifidobacterium_bifidum	s__Bifidobacterium_breve	s__Bifidobacterium_catenulatum	s__Bifidobacterium_dentium	s__Bifidobacterium_longum	s__Bifidobacterium_pseudocatenulatum	s__Citrobacter_freundii	s__Clostridium_bartlettii	s__Clostridium_bolteae	s__Clostridium_clostridioforme	s__Clostridium_hathewayi	s__Clostridium_leptum	s__Clostridium_nexile	s__Clostridium_ramosum	s__Clostridium_sp_KLE_1755	s__Clostridium_spiroforme	s__Clostridium_symbiosum	s__Collinsella_aerofaciens	s__Coprobacillus_unclassified	s__Coprococcus_comes	s__Dialister_invisus	s__Dorea_formicigenerans	s__Dorea_longicatena	s__Eggerthella_unclassified	s__Enterobacter_cloacae	s__Enterococcus_avium	s__Enterococcus_faecalis	s__Enterococcus_faecium	s__Escherichia_coli	s__Escherichia_unclassified	s__Eubacterium_eligens	s__Eubacterium_hallii	s__Eubacterium_ramulus	s__Eubacterium_rectale	s__Eubacterium_siraeum	s__Eubacterium_sp_3_1_31	s__Faecalibacterium_prausnitzii	s__Haemophilus_parainfluenzae	s__Klebsiella_oxytoca	s__Klebsiella_pneumoniae	s__Klebsiella_unclassified	s__Lachnospiraceae_bacterium_1_1_57FAA	s__Lachnospiraceae_bacterium_2_1_58FAA	s__Lachnospiraceae_bacterium_5_1_63FAA	s__Lactobacillus_casei_paracasei	s__Lactobacillus_rhamnosus	s__Lactococcus_phage_P680	s__Megasphaera_micronuciformis	s__Oscillibacter_unclassified	s__Parabacteroides_distasonis	s__Parabacteroides_merdae	s__Parabacteroides_unclassified	s__Peptostreptococcaceae_noname_unclassified	s__Prevotella_copri	s__Roseburia_hominis	s__Roseburia_intestinalis	s__Roseburia_inulinivorans	s__Roseburia_unclassified	s__Ruminococcus_bromii	s__Ruminococcus_callidus	s__Ruminococcus_gnavus	s__Ruminococcus_lactaris	s__Ruminococcus_obeum	s__Ruminococcus_sp_5_1_39BFAA	s__Ruminococcus_torques	s__Streptococcus_parasanguinis	s__Streptococcus_salivarius	s__Streptococcus_thermophilus	s__Subdoligranulum_sp_4_3_54A2FAA	s__Subdoligranulum_unclassified	s__Veillonella_atypica	s__Veillonella_parvula	s__Veillonella_unclassified
6359568	0	0	0	0	0	0.0007534	0	0	0.0002429	0.0004292	0.0007347	0	0	6.13E-05	2.90E-06	0	0	0.0001427	0	0.32398	0.0051571	0.0370943	0	0.172192	0.179697	0	0.0007946	0	0	0	0	0.0025908	0.0008651	0	0	0	0	0.0057533	0.0078504	0	0	0.0078951	0.0021509	0	9.90E-06	0.000209	0	0.0410596	0.0042227	0	0.0017922	0	0.0049438	0	0	0.0067222	0.0002043	0	0	0	0	6.89E-05	0.0007392	0	0	0	0	0	0	0	0	0	0	0	0.0001477	0	5.50E-05	4.91E-05	0	0.0051467	0	0.0004236	0	0.0030908	0.0011386	0.0061026	0.0023679	0	0.0001144	0	9.61E-05	0.0005697
5293297	0.0003652	0	0	0	2.17E-05	4.09E-05	0	0.0001013	6.10E-06	0	0.000803	0	0	0.001927	0.003526	0	0.0001177	0.0420076	0	0.0782967	0	0	0	0.240645	0.133182	0	9.31E-05	0	0	0	0	0	0	0	0	0	0.002639	8.41E-05	0.001614	0	0.0002082	0.0015928	0.0002793	0	0	0	0	0	0	0.0134444	0.0199045	0.0008093	0.0124566	0	0	0.308093	8.30E-06	0	0	0	0	0	0.0063095	0	0	0.0290741	0	0	4.70E-06	0	0	0	0	0	0	0.0003287	0.0002455	4.45E-05	0	0.0001893	0.0029362	0.0099944	0.0254494	0.0059147	0.0006816	0.0017339	0	0	0.0068567	2.62E-05	0.0002738	0.0003696
2475155	0	0	0	0	0.0035713	0	0.0008312	0	0	0	0	0	0	0	0	0	0	0	0	0.0005502	0.80371	0	0	9.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0361665	0	0	0	0	0	0	0	0.0002509	0	0.0373489	0.0039302	0	0	0	0	0	0	0	0	0.0002673	0	0	0	0.0203621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212402	0	0	0	0.0046071	0.0001723	0.0001445	0	0	0	2.50E-05	0.0544519	0.0083385
6392584	0	0	0	0	0	0	0.0066415	0	0	0	0.0825041	0	2.28E-05	0.122813	0	0	0	0	0	0	0.0006631	0	0	0.343844	0	0	0	0.0003069	0.0224646	0.0005514	0	0	0.0034561	0	0	0.0292849	0	0.0184757	0	0	0	0	0.001999	0	0	0.0007467	0	0.0759274	0.014721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0160243	0	0.163072	0	0	0	0.0240349	0	0	0	0	0.053532	0	0	0	0.006248	1.42E-05	0	0.0013766	0	0.0017888	0.0027423	0	0.00019
6132605	0	0	0	0	0	0	0.125403	0.0553677	0	0.0192769	0	0	0	0	0.109988	0	0	0	7.70E-05	0.0032437	0.0002335	0	0	0.0023061	0	0	0.0033586	0.0141595	0.0063485	0	0	0.0145534	0.0599507	0	0	0	0	0.12193	0	0	0	0	0.0083356	0	0	0	0	0	0.0010064	0	0	0	0	0	0	0	0	0	0	5.76E-05	0.0003537	0.0161071	0	0	0	0.0108298	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0876641	0	0.0002843	0	0.0092533	0	0	0	0	0.044506	0	0.006655	0.001264
1814033	0	0	0	0	0	0	0.0028103	0.0140283	0.0098076	0	1.26E-05	0	1.96E-05	0.0007808	0.012505	0.0022875	0	0.225708	0	0.14124	0.0049768	0	0.000592	0.0631088	0	0	0.0001438	0	0	0	0	0	0	0	0	0	0.0187148	0	0	0	0	0	0.0002046	0	0	0	1.97E-05	0.0132828	0.0022862	0	0	0	0	0	0	0.0418191	0.0002619	0	0	0	0	0.0053115	0	0.0012963	0.003392	0	0.0023932	0	0	0.0001094	0.0419857	0	0	0	0.0039973	0	0	0.0186781	0	0.0083047	0	0	0	0.0006899	7.39E-05	6.85E-05	0.0003515	0	0.0001891	0.0224212	0.0003618	0.0273158
2093124	0	0	0	0	0	0.0167664	0	0.0013982	0	0	0	0	0	0	0	0	0	0.140331	0	0.262056	0.107321	0	0.0036345	0.227584	8.00E-06	0	0.0005831	0.0019299	0	0.0002706	0	0	0.0002567	0	0	0.001113	0	0.0236882	0	0	0	0	0.0013865	3.14E-05	0.0036242	0	0	0.0016742	0.0007035	4.99E-05	0	0	0.0062144	0	0	0.002967	0	0	0	0	0	0	0.0018993	0.0015766	0	0	0	0	0.0002519	0	0.0019487	0	0	0	0	0	2.28E-05	0	0	0.118154	0	0	0	0.0077728	0.0002267	0.0005098	0	0	0.0013181	0	0.0078699	0.0011202
6257057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002263	0	0	0	0.651807	0	0	0	0	0	0.005144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0052275	0	0.163377	0.0163506	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065454	0.0183985	0	0	0	0.0112383	0.090057	0.0097216
7030982	0.0631523	0	0.0020963	0	0	0.0009922	0	0.0122552	0.0126351	0.0032012	0.0121447	0	0.0080562	0.0284159	0	0.0007354	0.000611	0.0468978	0	0.0391465	0.0014706	0	0	0.0139527	0	0.0078571	0.001173	0.0001429	0	3.13E-05	0	0	0.0006466	0	0	0	0.0066513	0.0024695	0	0.0765952	0	0.0011804	0.0023822	0.0012528	0	0	0	0.001227	0.0030588	0.0321315	0.0064371	0	0.015446	0.0054812	0	0.0929013	0	0.0001129	0.0001992	0.0011665	0.0001583	9.33E-05	0.0124762	0	0	0	0	0.0578973	1.07E-05	0.0015625	0	0	0.0016702	0.0002462	0	0.0029034	0	0.290093	0.0058119	0.0020067	0.0277612	0.0001647	0	0.0073557	0	0.0017957	0.0001628	0	0.0449833	0	5.55E-05	0.00041
6365046	0.0005012	0.0107598	0	0	0	8.26E-05	0	0	0.000348	0.0323524	6.19E-05	0	0	0.103493	0.171166	0	0	0	0	0	0	0	0	0.255256	0.0081997	0	3.25E-05	0.0082529	0	0.0001739	0	0.0001944	0	0	0	0.0025231	0	0.0002433	0	0	0	0.0037853	0.0022835	0	0	0	0	0.0018296	0.0007504	0.0286086	0.0001679	0.0047573	0.0851191	0	0.0005355	0.0708339	0.0009093	0	0	0	0	5.75E-05	0.0235428	0	0	0	0	0	0	0	0	0.0004584	0	0.0001583	0	0.0028855	0	5.69E-05	0	0.005996	0.0261777	0.0006102	0.0457181	0.0359775	0	5.85E-05	0.0028297	0	0.0331554	0.0003127	0	0.0003971
4003724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68E-05	0	0	0	0	0.0002858	0.0004973	0	0	0	0	0	0.0103659	0	0	0	0.0328788	0.151645	0	0	0	0	0	0.0008458	0.0056143	0	0	0.0186204	0.003357	0	0	0	0	0	0	0	0.019257	0	0.0578496	0.0126143	0	1.33E-05	0	0	0	0	0.0133695	0	0	0	0	0.0012919	0	0	0	0	0	0	0	0.423832	0	0	0	0.0668242	0.0029178	0.0056722	0.0008144	0	0	0.0031821	0.0001692	0.0724435
2872623	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130597	0.0592689	0	0	0	0	7.82E-05	0.0426803	0	0	0.692613	0	0	0.0009926	0.0097678	0	0	0	0	0.0005497	0	0	0	0	0.0021658	0	0	0	0	0.0030122	0	0	0	0.0103759	0.016552	0.0014235	0	0	0	8.52E-05	0	0	0.0001587	0	0.0007614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003414	0	0.0001453	0	0	0	0	0.0010288	4.90E-06	0	0	0.0030573	0	0	0
3798997	0	0	0	0	0	0.0001515	0	0	0	0.003686	0.0045341	0	0	0.0023362	0.0126406	0	0	0.0812689	0.0022985	0.0998957	0.0010403	0	0	0.384334	0.13867	0	0.0005373	0.0001774	5.46E-05	0	0	0	0.0001169	0	0	0	0.0126781	0.0009102	0.0016057	0.014057	0	0.0008316	4.29E-05	0.0001051	0	0	0	0.0047176	0.0012339	0	0	0	0	0	0	0.15384	0.0006123	0	0	0	0	0	0.000423	0	0	0	0	0	0	0	0	0.0009728	0	0.0003756	0.0018589	0.0064076	0.0159119	6.55E-05	0	0.0122555	0	0.0005242	0	0.0045599	0.0001186	0.0070236	0	0	0.0124656	0.0054597	0.0010389	0.0060566
6083246	4.71E-05	0	7.16E-05	0	1.95E-05	0.0018777	0	0	0.0002251	0.0003775	0.000196	0	0	0.0001275	0	0	0	0.0008513	6.85E-05	0.517452	0.0102913	0.0266435	0	0.0562422	0.0288392	0	0	0	0	0	0	0	0.0001245	0	0	0	0.0062104	0.0008718	0	9.63E-05	0.0056287	0.0043886	3.51E-05	0	0	0	0	0.001163	0	0.000351	0.0039707	0	0.0378405	0	0	0.0790037	0.0002605	0	0	0	0	0	0.0043352	0	0	0	0	0	4.00E-06	0	0.0003019	0.0002433	0	0.0003859	0.0001055	0.0001469	0	0.0706717	0	0.0004287	0.036554	0.0095709	0.0580431	0.0264497	0.0004759	0.0001161	0.0016644	0	0.0024767	3.23E-05	4.64E-05	0.0002087
5653391	0	0	0	0.0017494	0	0.0002236	0	0	9.99E-05	0.0357454	0.0449332	0	0.0040879	0	0	0	0	2.38E-05	0	0.262412	0	0	0.0015267	0.237464	8.68E-05	0	5.70E-06	0.0005592	0	4.29E-05	0	0	0.0026307	0	0	0	0	0.0078145	0	0.0051906	0	0	0.0061354	0	0	0	0	0.0133037	0.0031177	0	0	0	8.16E-05	0	0	1.84E-05	0.0001399	0	0	0	0	0.0011586	0.0008186	0	0.0014966	0	0.000143	0	0	0	0	0.0005377	0	0	0	0	0.0003474	7.53E-05	0	0.298809	0	0	0	0.0586427	0	0.0002761	0.0061737	0	0.0005397	0	0.0011582	0.0003848
8309059	0	0	0	0	0	0.0001443	0	0	9.42E-05	0	0	0	0	0.0004347	0	0	0	0.0414626	0	0	0	0	0	0.319632	0.150017	0	0.0091429	0	0	0	0	0	0	0	0	0	0.0485198	6.56E-05	0.038826	0	0.0049506	0.006138	0.0015349	0	0	0	0	7.33E-05	0	0.0001052	0.0094366	0.0016882	0.003299	0	0.0025004	0.0065289	0.0008285	0	0	0	0.0017261	0.0024832	0.004427	0	0	0	0	0	0	0	0	0.0031336	0	0.0002727	0.0016823	0.0003722	4.85E-05	0.0286997	0	0.0037227	0.095934	0.0030409	0.0589903	0.0729803	0.0020852	0.016206	0	0	0.04915	0	8.53E-05	0.0002445
3709199	0	0	0	0	0	0	0.0070066	0	0	0	2.94E-05	0	0	0	5.51E-05	0	0	0	0	3.00E-05	0.395749	0	0.0482606	7.10E-05	0	0	0.0007833	0.0032808	0.0066236	0.0027982	0	0.183744	0.0139643	0	0	0.0116556	0	0.0339888	0	0.0003548	0	0	0.0046334	0	0	0	0	0.0424635	0.0104465	7.30E-06	0	0	0	0	0	0	0.001597	0	0	0	9.33E-05	0.0011968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.80E-06	0.0002335	0	0.0702158	0	0	0	0.0078041	0.0007842	0	0.0115843	0	0.0140392	0.0007046	0.0575923	0.014436
7226785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08E-05	0.0002959	0	0	0.0001902	0	0.0004093	0	0	0.0090238	0.0120873	0	0	0.135104	0	0	0	0	0.261072	0	0	0	0	0	0	0	0	0	0.131288	0	0	0	0	0	0	0	0	0	0.0054368	0.0001868	0.0015712	0	0.048884	0	0	8.49E-05	0	0.0002352	0	0	0	0	0.0033801	0	0	0	0	0	0	0	0.295121	0	0	0	0.028126	0	0.0018691	0.000681	0	0.0004662	0	0.0131108	0.0004864
5962054	0.015768	0.0001963	0	0	0.0027719	8.64E-05	0	0	0	0.0172838	0	0	0	0.0651683	0	0	0	0	0	0	0.0001006	0	0.0063651	0.26089	0	5.84E-05	0.0011098	0.0517671	0	0.0034255	0.0015405	0.0002355	0	0	0	0.002562	0	0.0587562	0	0.0318362	0	0	0.0117362	0	3.63E-05	0	0	0.0162099	0.0033665	0.0012069	0.005169	0	0	0	0.0043226	0.052419	0.0015432	0	0	0	0.0013699	8.00E-06	0.0010806	0	0	0	0	0	0	0	0	0.0043348	0	0	0.0004329	0	0.000662	0	0	0.0086764	0	0	0	0.117225	0.0003287	0.0011413	0	0	0.152679	0.0001139	0.0001083	0.000832
9458219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171	0	0.0031753	0.0002201	0	0	0.0146992	0	0	0	0	0	0	0	0	0	0	0	0	5.87E-05	0	0	0	0	0	0	0	0	0.0278421	0	0	0.0001606	0	0	0	0	0	0	0.0003655	0.0003619	0.445439	0	0.113081	0	0	0	0.157732	0	0	0.0014967	0	0	0	0	0	0	0	0	0	0	0.0001923	0	0.177083	0	0	0	0.0055115	0.0060508	0.0124889	0.0036694	0	0.0004855	0	0.008967	0.0114132
9695472	0	0	0	0	0	0	0	0	0.0067411	0	0.0556017	0	0	0.0629172	0.0275167	0	0	3.54E-05	0	0.0005557	0.000762	0	0	0.0005162	0.771794	0	0	0	0	0	0	0	0.0075199	0	0	0	0	0.008015	0	0	0	0	0	0	0	0	0	0.0425569	0.0101655	0	0	0	0	0	0	0	0	0	0.0007787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004689	0	0.0013654	0.000491
3770036	0.0557201	0.0127302	0.0231547	0	0	3.35E-05	0	0	0	0	0	0	0	0	0	0	0	1.20E-05	0	0.137973	0.00147	0	0	0.0356367	0.0806475	0.0008525	0.0022221	0.0005641	0.0007622	0.0031504	0	0.0020277	0.0007417	0	0	0.001393	0	0.0030761	0	0	0	0	0.0025455	0	0	0	0	0.001911	0.0010063	0	0.0041936	0	8.57E-05	0.0137417	0	0.0301153	0	0	0	0	0	0.0056137	0.0036994	0	0	0	0	0.002786	0	0	0	0.0006587	0	0.0008461	0.0017977	0.000487	0	0.496815	0	0.0146924	4.40E-06	0.0005783	0	0.0191377	2.98E-05	0.0002507	0	0	0.0042912	0	0.0089722	0.0017282
5007351	0	0	0	0	0	0	0.0037046	0	0.0154386	0	0	0	0.0013538	0	0	0	0	5.03E-05	0	0	0	0	0	0	0.4256	0	0.0006421	0	0	0	0	0.0006732	0.0036996	0	0	0	0.0405629	0.0076312	0	0	0	0	0	0	0	0	0	0.0090933	0.0016149	0	0	0	0.289941	0	0	0	4.15E-05	0	0	0	0	0	0	0	0.0087358	0	0	0	0	0	0	0.0001161	0	0	0	0.0218193	0	2.88E-05	0	0.0012384	0	0	0	0.000407	3.15E-05	0.0001438	0.0119625	0	0	0.0131483	0.0083821	0.128515
7946378	0.0076901	0.0001648	0.0115285	0.0292901	0	2.27E-05	0	0.0470982	0.0042107	0.0050748	0.0592707	0	0	0.0926303	0.0200037	0.014288	0	0	0	0	0.0006582	0	0	8.91E-05	0.0089202	0	7.92E-05	0.0217684	0.0039928	0.0005728	0.0221901	6.01E-05	0.0042316	0	0	0.0011652	0.0008007	0.0224057	0	0	0	0	0.0009093	0	0	0	0	0.000654	0	0	0	0	0	0.0045855	0	0.0148159	0.005793	0	0	0	0	0.0090852	9.05E-05	0	0	0	0	0.0006759	0	0.0375821	0	0.0004747	0	0	0	0	0.0001586	0.0051632	0	0.0395595	0	5.30E-06	0	0.0398461	1.84E-05	9.85E-05	3.89E-05	0	0.0065093	0	0.0001593	0.0001485
4982592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150778	0.0128829	0	0	0.754793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043305	0	0	0.0050526	0	0.0097466	0.0015041	0	0	0	0	0	0	0	0	0	0	0.0001661	0	0	0	0.0076741	0	0	0.0005403	0	0	0	0	0	0	0	0	0	0	0	0	0.0001313	0	0	0	0	0.0004857	0	0	0	0	0	0	0
5249286	0	0	0	0	0	0.0008269	0	0	0.0218632	0	2.53E-05	0	0.0067525	0.110824	0.0028801	0.0061414	0	0	0	0	0.000209	0	0	0.0015232	0	0	0.0006498	0.0007794	0.0012071	0.0115518	0.141989	0.0129997	0.0068691	0	0	0	0	0.0084218	0	0.0021232	0	0	0.0075791	0.0001048	0	0.0002117	0	0.0136159	0.0171333	0	0.0021532	0	0.0152497	0	0	2.21E-05	0	0	0	0	0	2.36E-05	0.0024124	0	0.0001677	0	0	0	0	0	0	0	0	0	0	0	5.47E-05	0.0001669	0	0.0488806	8.34E-05	0.0001092	0	0.0710015	0	0.0008186	0.0022114	0	0.465201	0	0.0017949	0.0006017
3279246	0	0	0	0	0	0	0	0.0016537	0	0	0	0	0	0	0.002401	0.0004746	0	0	0	0.118183	0.822531	0	0	0.02091	0.000524	0	0	0	0	0	0	0	0	0	0	0	0.0010492	0	0	0	0	0	0	0.0016677	0	0.002643	0	0	0.0001404	0	0	0	0	0	0	0	0	0.0003534	0	0	0	0	0	0	0.0109627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062788	0.0042547	0	0	0	0	6.77E-05	6.50E-05
9259456	0.0009955	0.0002137	4.29E-05	0.0042132	0	0.0004254	0	8.54E-05	0	0	2.67E-05	0	0.0001004	0.000382	6.93E-05	0	0.0007307	0.150609	0	0.425426	0.169211	0	0	0.0534545	0	0.0004204	0.0004977	0	1.60E-05	0	0.0001677	0	0	0	0	0	0.0141217	0	0	0	0.0002226	0.0018977	0	0	0	0	0	0.0013048	0.0010743	4.12E-05	0.0021872	0.0011105	0.000284	0	0	0.12315	0.0001427	0	0	0	0.0031479	0	0.0002811	0	0	0	0	0.0002409	0	0.0018002	0	0	0.0035886	6.90E-05	0	1.04E-05	4.84E-05	5.02E-05	3.06E-05	0.0034206	0	0.0002501	0.003843	0.000707	0.0002799	0	0	0	0.0056676	0	7.80E-05	9.71E-05
6284802	0.0218715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40E-05	0	0.0001457	0.488583	0	0	0.0102191	0	0.0016504	0	0	0	0	0	0	0.0068162	0	0	0	0	0.0203522	0	0.0003789	0	0	0.0048923	0	0	0.0001434	0	0.185215	0	0	0	0	0	0	0	0	0	0.0093559	0	0.0009913	0	0.0005897	0	0.0014955	0.0056241	0	0.0035343	0	0	0	0	0	0	0	0	0	0	5.02E-05	0	0.0106261	0	6.50E-06	0	0.000199	0.0012549	0.001922	0	0	0	0	0.0009519	0.0002076
5732138	0	0	0	0	0	0.0073639	0	0	0	0	0	0	0	0	0.0084993	0.0004814	0	0	0	0.0003034	0.0003182	0	0.0143363	0.131923	7.88E-05	0	0.0123506	0	0	0.0008044	0	1.78E-05	0.206987	0	0	0.0006542	0.0071792	0.455393	0	0	0	0	0.0019667	0	0	0	0	0.0060971	0	0	0	0	0	0	0	0.0001514	0.009534	0	0	0	0	0	0.0018432	0	0	0	0	0	0.0004936	0	0.0007388	0	0	0	0	0	4.79E-05	0.0001692	0	0.0522089	0	0.0056011	0	0.0068922	0.0105109	0.0137779	0	0	0.00085	0.0008431	0.0030605	0.0196846
1744476	3.41E-05	0	0	0	0	0	0	0.0578257	0	0	0	0	0	0.0024659	0	0	0	0	0	8.34E-05	0.692818	0	0.0007081	0.166116	0.007079	0.0052812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034556	0	0	0	0	0	0	0	0	0	0	0	0	3.26E-05	0	2.56E-05	0	3.05E-05	0	0	0	0	0.0218287	0	0	0	0	0	0	0.0001835	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003898	0	0	0	0	0	0
7467273	0	0	0	0	0	0	0	0.0035953	0.0042878	0	0.0264461	0	0	0.0090785	0.0030912	0.000738	0	0.188547	0	0.35208	0.130301	0	0	0.130822	0	7.14E-05	4.23E-05	0	0	0	0	0	0	0	0	0	0.027372	0	0	0	0	0	0.0093987	0	0	0.001147	0	0.0020769	0.0001528	0	0	0	0	0	0	0	0	0	0.0022713	0	0	0	0	0.0025174	0.0012607	0	0	0	0	0	0.0035203	0	0	0	0	0	0	0.0001886	0	0	0	0	0	0.0005857	0	0.0001641	0	0	0	0	0.0042663	0.0927238
5581217	0.0057515	0	0	0.0045606	0	0.0053682	0	0.0007034	0.0013935	0	0.0006525	0	0.0003077	0.0086197	0	2.30E-05	0	0.10099	0.0030415	0.160712	0.0057254	0.109652	0	0.247253	0	0	0.0053187	0	0	0	0	0	9.70E-05	0	0	0	0.0404326	0.0003916	0	0.0584344	0	0	0.0020519	0	0.0002551	0	0	0.0016031	0.0001083	0.0001584	0	0.0090725	0.0036522	0	0	0.0589034	0.0005259	0	0	0.0002839	0.0001235	0	0.0028823	8.21E-05	0	0	0	0	0.0002186	0.0006014	0	0	0.0021306	0	0.0005227	0.0010381	0	0.0674914	0	0.0075839	0	0.0004778	0.0279566	0.0226961	0.0014809	0.0121096	0.001394	0	0.0026461	0	0	0.0001015
9922053	0.0001473	0.000223	0.0017879	0.0159009	0	0.0026947	0	0.0072373	0.0002665	0	0.0032886	0.0480018	0.0061535	0.0163851	0.0005344	5.60E-05	0.0079586	0.0070903	0.0007122	0.158239	0.0055111	0	0	0.158131	0.135376	0	0.0003696	0.000363	0.000932	0.0003824	0	0	1.09E-05	0	0	0.0005754	0.0052515	0.0006226	0	0	0.0052566	0.0020069	0.0026778	0	0	0	0	0.0054299	0.0029368	0.0070537	0.0175533	0	0.0201794	0	0	0.174893	2.21E-05	0	0	0	0	0	0.0035217	0.000844	0.0002637	0	0	0.0058071	0.007223	0.0025578	0.0037493	0.0015603	0	0.0003196	0.0052127	0.0010136	0	0.0179008	0	0.003006	0.0200882	0.0018187	0.0258622	0.0139864	0	0.0004734	0.0171221	0	0.0088161	0	0	4.89E-05
2604913	0.0012888	0	0	0	0.0027653	0.0048552	0	0	0	0.004889	0	0.0004652	0.0022641	0.0016149	0.0036166	0	0.0028676	8.90E-06	0.0060157	0.0252067	0.0055014	0.0099404	0	0.252907	0.0018663	0	0.0012578	0.0001044	0	0.0004232	0.0392619	0	0	0	0.0100599	0.0004574	0.000521	0.0001762	0.0069607	0.088491	0.0044246	0.0007667	0.0021983	0	0	0	0	0.0031113	0.0008191	0.0009476	0.0044413	0.0184855	0.263899	0.0007294	0.0101533	0.0292835	0.0006363	0	0	0	0.0015054	0.0001934	0.0032557	0	0	0	0	0.0006284	0.0008519	0.0018874	0	1.90E-06	0.0062949	0.0011637	0	0.0006698	0.0179472	0.0206022	0	0.0042905	0.0219233	0.0010066	0.0076291	0.0205411	0.0009172	0	0.0003922	0	0.0115717	0	0.0004389	0.000295
9967647	0	0	0	0	0	7.63E-05	0.0026473	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0208741	0	0	2.79E-05	0	0	0	0.0002427	0.0006607	0.0020676	0	0.120763	0.0308313	0	0	0	0	0.0984273	0	0	0	0	0.00258	0	0	0	0	0.176754	0.0398463	0	0	0	0	0	0	0.0001023	0	0	0	0	0	0.0117872	0.0002074	0	0	0	0	0	0	0	0	0	0	0	0.0032442	0	0.000283	0	0	0.374823	0	0	0	0.103496	0	0.0005924	0	0	0.0068676	0	0.0014789	0.0001649
4406139	0	0.0081872	0	0	0.0236557	0.0008196	0	0	8.70E-05	0.0474383	0	0.132895	0	0	0.0161852	0	0	0	0	0.0002417	0.0002445	0	0	0.316836	2.15E-05	0	0.0097649	0.002453	0.0076379	0.0027235	0	0.0555997	0.002509	0	0	0.0008786	0	0.0088237	0	0.0681319	0.0011426	0	0.0030553	0	0	0	0	7.48E-05	0.000277	0	0	0	0	0	0.0125682	3.26E-05	0.0176789	0	0	0	0	0.0003817	0.0027534	0	0	0	0	0.0029769	0	0	0	0	0	0.0549915	0	0	0.0184001	0.0003514	0	0.0145131	0	0.0002292	0	0.102077	0.0002886	0.0125297	0	0	0.0208335	0.0012627	0.0055971	0.0110017
8923972	0	0	0	0	0	0	0.0004472	0	0	0.0700878	0	0	0	0	0	0	0	0	0	0	0	0.186054	0	0.177905	9.38E-05	0	0.0021243	0.0174007	0.0274449	0.0441436	0	0.005907	0.0072617	0	0	0	0	0.104418	0	0.135296	0	0	0.0205439	0	0	0	0	0.0096541	0.0036362	0	0	0	0	0	0.0161595	0	0.0005476	0	0	0	0	7.56E-05	0	0	0	0	0.0064474	0	0	0	0	0.0005656	0	0	0.0125953	0	0	8.41E-05	0	0.0125853	0	0	0	0.0032585	0	0.0217284	0	0	0.0002512	0	0.0021805	0.0011299
5615937	0.0034479	0	0	0	0	0	0.0065029	5.70E-06	0	0	0	0	0	0	0	6.70E-06	0	0	0	0	0.0255359	0.0062216	0	0.448741	0.100278	0	0.0007292	0.0001491	0	0	0	0.0031759	0.0026397	0	0	0	0	0.0159886	0	0	0	0	0.0226103	0.0795019	0.0006056	0.0294569	0	0	0.0086683	0	0	0	0	0	0	0	0	7.89E-05	0.0003268	0.0004822	0.0006132	0.0006068	0	0	0	0	0.0005293	0	0	0	0	0.0071173	0	0	0	0	0	0.001509	0	0.0240249	0	0	0.122437	0.002872	0.0043289	0.0161947	0.0001666	0	0	0	0.0001138	0.0003506
